Date,FIPS,MMWR_week,Recip_County,Recip_State,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_5to17,Series_Complete_5to17Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Booster_Doses,Booster_Doses_Vax_Pct,Booster_Doses_5Plus,Booster_Doses_5Plus_Vax_Pct,Booster_Doses_12Plus,Booster_Doses_12Plus_Vax_Pct,Booster_Doses_18Plus,Booster_Doses_18Plus_Vax_Pct,Booster_Doses_50Plus,Booster_Doses_50Plus_Vax_Pct,Booster_Doses_65Plus,Booster_Doses_65Plus_Vax_Pct,Second_Booster_50Plus,Second_Booster_50Plus_Vax_Pct,Second_Booster_65Plus,Second_Booster_65Plus_Vax_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_5PlusPop_Pct_SVI,Series_Complete_5to17Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_5PlusPop_Pct_UR_Equity,Series_Complete_5to17Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity,Booster_Doses_Vax_Pct_SVI,Booster_Doses_12PlusVax_Pct_SVI,Booster_Doses_18PlusVax_Pct_SVI,Booster_Doses_65PlusVax_Pct_SVI,Booster_Doses_Vax_Pct_UR_Equity,Booster_Doses_12PlusVax_Pct_UR_Equity,Booster_Doses_18PlusVax_Pct_UR_Equity,Booster_Doses_65PlusVax_Pct_UR_Equity,Census2019,Census2019_5PlusPop,Census2019_5to17Pop,Census2019_12PlusPop,Census2019_18PlusPop,Census2019_65PlusPop
05/29/2021,09009,21,New Haven County,CT,98.4,520244,60.9,,,519993,69.7,495966,72.6,138352,90.6,445112,52.1,,,,,445032,59.7,436666,63.9,128787,84.4,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
05/28/2021,09009,21,New Haven County,CT,98.4,518755,60.7,,,518505,69.5,494771,72.4,138237,90.6,442871,51.8,,,,,442791,59.4,434516,63.6,128586,84.3,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
05/27/2021,09009,21,New Haven County,CT,98.4,517074,60.5,,,516824,69.3,493409,72.2,138122,90.5,440732,51.6,,,,,440652,59.1,432435,63.3,128397,84.1,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
05/26/2021,09009,21,New Haven County,CT,98.4,514378,60.2,,,514128,68.9,491216,71.9,137943,90.4,437485,51.2,,,,,437405,58.6,429342,62.8,128157,84,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
05/25/2021,09009,21,New Haven County,CT,98.4,512481,60,,,512231,68.7,489724,71.6,137785,90.3,434957,50.9,,,,,434877,58.3,426948,62.5,127900,83.8,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
05/24/2021,09009,21,New Haven County,CT,98.4,510922,59.8,,,510672,68.5,488750,71.5,137707,90.2,433414,50.7,,,,,433335,58.1,425495,62.2,127751,83.7,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
05/23/2021,09009,21,New Haven County,CT,98.4,508982,59.5,,,508732,68.2,487465,71.3,137619,90.2,431449,50.5,,,,,431370,57.8,423682,62,127634,83.6,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
05/22/2021,09009,20,New Haven County,CT,98.4,504171,59,,,503927,67.6,484538,70.9,137415,90,425047,49.7,,,,,424968,57,417888,61.1,127155,83.3,,,,,,,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,854757,,,745833,683540,
05/21/2021,09009,20,New Haven County,CT,98.4,503777,58.9,,,503533,67.5,484205,70.8,137386,90,424655,49.7,,,,,424576,56.9,417498,61.1,127120,83.3,,,,,,,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,854757,,,745833,683540,
05/20/2021,09009,20,New Haven County,CT,98.4,500159,58.5,,,499915,67,481408,70.4,137190,89.9,419788,49.1,,,,,419709,56.3,412874,60.4,126713,83,,,,,,,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,854757,,,745833,683540,
05/19/2021,09009,20,New Haven County,CT,98.4,497032,58.1,,,496791,66.6,479163,70.1,136962,89.7,415501,48.6,,,,,415423,55.7,408740,59.8,126395,82.8,,,,,,,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,854757,,,745833,683540,
05/18/2021,09009,20,New Haven County,CT,98.4,494186,57.8,,,493948,66.2,477276,69.8,136775,89.6,412071,48.2,,,,,411994,55.2,405509,59.3,126105,82.6,,,,,,,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,854757,,,745833,683540,
05/17/2021,09009,20,New Haven County,CT,98.4,492265,57.6,,,492029,66,476262,69.7,136700,89.6,409665,47.9,,,,,409588,54.9,403224,59,125914,82.5,,,,,,,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,854757,,,745833,683540,
05/16/2021,09009,20,New Haven County,CT,98.4,486411,56.9,,,486179,65.2,473721,69.3,136523,89.5,402781,47.1,,,,,402705,54,397063,58.1,125530,82.2,,,,,,,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,854757,,,745833,683540,
05/15/2021,09009,19,New Haven County,CT,98.4,486326,56.9,,,486094,65.2,473640,69.3,136507,89.4,402658,47.1,,,,,402582,54,396940,58.1,125517,82.2,,,,,,,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,854757,,,745833,683540,
05/14/2021,09009,19,New Haven County,CT,98.4,482104,56.4,,,481873,64.6,471380,69,136270,89.3,397075,46.5,,,,,397001,53.2,391758,57.3,125209,82,,,,,,,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,854757,,,745833,683540,
05/13/2021,09009,19,New Haven County,CT,98.4,479485,56.1,,,479256,64.3,469661,68.7,136100,89.2,392110,45.9,,,,,392038,52.6,387028,56.6,124923,81.9,,,,,,,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,854757,,,745833,683540,
05/12/2021,09009,19,New Haven County,CT,98.4,476710,55.8,,,476482,63.9,467010,68.3,135838,89,383684,44.9,,,,,383617,51.4,378978,55.4,124437,81.5,,,,,,,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,854757,,,745833,683540,
05/11/2021,09009,19,New Haven County,CT,98.4,476688,55.8,,,476460,63.9,466988,68.3,135838,89,383627,44.9,,,,,383560,51.4,378921,55.4,124437,81.5,,,,,,,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,854757,,,745833,683540,
05/10/2021,09009,19,New Haven County,CT,98.4,474388,55.5,,,474160,63.6,464813,68,135662,88.9,376395,44,,,,,376329,50.5,372247,54.5,124032,81.3,,,,,,,,,,,,,,,,,C,11,,,12,12,12,Metro,3,,,4,4,4,,,,,,,,,854757,,,745833,683540,
05/09/2021,09009,19,New Haven County,CT,98.4,471939,55.2,,,471712,63.2,462507,67.7,135469,88.8,371066,43.4,,,,,371001,49.7,367462,53.8,123786,81.1,,,,,,,,,,,,,,,,,C,11,,,11,12,12,Metro,3,,,3,4,4,,,,,,,,,854757,,,745833,683540,
05/08/2021,09009,18,New Haven County,CT,98.4,469733,55,,,469507,63,460385,67.4,135254,88.6,364514,42.6,,,,,364449,48.9,361241,52.8,123468,80.9,,,,,,,,,,,,,,,,,C,11,,,11,12,12,Metro,3,,,3,4,4,,,,,,,,,854757,,,745833,683540,
05/07/2021,09009,18,New Haven County,CT,98.4,469576,54.9,,,469350,62.9,460229,67.3,135233,88.6,364423,42.6,,,,,364358,48.9,361151,52.8,123456,80.9,,,,,,,,,,,,,,,,,C,11,,,11,12,12,Metro,3,,,3,4,4,,,,,,,,,854757,,,745833,683540,
05/06/2021,09009,18,New Haven County,CT,98.4,465617,54.5,,,465391,62.4,456462,66.8,134827,88.3,350790,41,,,,,350726,47,348078,50.9,122742,80.4,,,,,,,,,,,,,,,,,C,11,,,11,12,12,Metro,3,,,3,4,4,,,,,,,,,854757,,,745833,683540,
05/05/2021,09009,18,New Haven County,CT,98.4,465289,54.4,,,465063,62.4,456137,66.7,134790,88.3,350657,41,,,,,350593,47,347946,50.9,122727,80.4,,,,,,,,,,,,,,,,,C,11,,,11,12,12,Metro,3,,,3,4,4,,,,,,,,,854757,,,745833,683540,
05/04/2021,09009,18,New Haven County,CT,98.4,462746,54.1,,,462520,62,453748,66.4,134532,88.1,345287,40.4,,,,,345223,46.3,342868,50.2,122397,80.2,,,,,,,,,,,,,,,,,C,11,,,11,12,12,Metro,3,,,3,4,4,,,,,,,,,854757,,,745833,683540,
05/03/2021,09009,18,New Haven County,CT,98.4,461479,54,,,461254,61.8,452514,66.2,134401,88.1,341353,39.9,,,,,341291,45.8,339153,49.6,122138,80,,,,,,,,,,,,,,,,,C,10,,,11,11,12,Metro,2,,,3,3,4,,,,,,,,,854757,,,745833,683540,
05/02/2021,09009,18,New Haven County,CT,98.4,457484,53.5,,,457259,61.3,449025,65.7,134158,87.9,334726,39.2,,,,,334664,44.9,333014,48.7,121832,79.8,,,,,,,,,,,,,,,,,C,10,,,11,11,12,Metro,2,,,3,3,4,,,,,,,,,854757,,,745833,683540,
05/01/2021,09009,17,New Haven County,CT,98.4,457465,53.5,,,457240,61.3,449006,65.7,134157,87.9,334706,39.2,,,,,334644,44.9,332994,48.7,121831,79.8,,,,,,,,,,,,,,,,,C,10,,,11,11,12,Metro,2,,,3,3,4,,,,,,,,,854757,,,745833,683540,
04/30/2021,09009,17,New Haven County,CT,98.4,453897,53.1,,,453674,60.8,445709,65.2,133810,87.7,329861,38.6,,,,,329801,44.2,328467,48.1,121577,79.7,,,,,,,,,,,,,,,,,C,10,,,11,11,12,Metro,2,,,3,3,4,,,,,,,,,854757,,,745833,683540,
04/29/2021,09009,17,New Haven County,CT,98.4,450297,52.7,,,450075,60.3,442254,64.7,133404,87.4,323456,37.8,,,,,323396,43.4,322354,47.2,121094,79.3,,,,,,,,,,,,,,,,,C,10,,,11,11,12,Metro,2,,,3,3,4,,,,,,,,,854757,,,745833,683540,
04/28/2021,09009,17,New Haven County,CT,98.4,446834,52.3,,,446615,59.9,439038,64.2,133149,87.2,319040,37.3,,,,,318981,42.8,318098,46.5,120708,79.1,,,,,,,,,,,,,,,,,C,10,,,11,11,12,Metro,2,,,3,3,4,,,,,,,,,854757,,,745833,683540,
04/27/2021,09009,17,New Haven County,CT,98.4,444003,51.9,,,443786,59.5,436367,63.8,132883,87.1,313604,36.7,,,,,313546,42,312842,45.8,120294,78.8,,,,,,,,,,,,,,,,,C,10,,,11,11,12,Metro,2,,,3,3,4,,,,,,,,,854757,,,745833,683540,
04/26/2021,09009,17,New Haven County,CT,98.4,440443,51.5,,,440228,59,432996,63.3,132549,86.8,307929,36,,,,,307871,41.3,307325,45,119832,78.5,,,,,,,,,,,,,,,,,C,10,,,11,11,12,Metro,2,,,3,3,4,,,,,,,,,854757,,,745833,683540,
04/25/2021,09009,17,New Haven County,CT,98.4,433142,50.7,,,432930,58,426548,62.4,132117,86.6,301562,35.3,,,,,301505,40.4,301115,44.1,119370,78.2,,,,,,,,,,,,,,,,,C,10,,,11,11,12,Metro,2,,,3,3,4,,,,,,,,,854757,,,745833,683540,
04/24/2021,09009,16,New Haven County,CT,98.4,432798,50.6,,,432586,58,426205,62.4,132092,86.5,301523,35.3,,,,,301466,40.4,301076,44,119368,78.2,,,,,,,,,,,,,,,,,C,10,,,11,11,12,Metro,2,,,3,3,4,,,,,,,,,854757,,,745833,683540,
04/23/2021,09009,16,New Haven County,CT,98.4,427431,50,,,427222,57.3,421223,61.6,131751,86.3,295327,34.6,,,,,295271,39.6,294990,43.2,118802,77.8,,,,,,,,,,,,,,,,,C,10,,,10,11,12,Metro,2,,,2,3,4,,,,,,,,,854757,,,745833,683540,
04/22/2021,09009,16,New Haven County,CT,98.4,422213,49.4,,,422005,56.6,416258,60.9,131449,86.1,289839,33.9,,,,,289783,38.9,289554,42.4,118227,77.5,,,,,,,,,,,,,,,,,C,10,,,10,11,12,Metro,2,,,2,3,4,,,,,,,,,854757,,,745833,683540,
04/21/2021,09009,16,New Haven County,CT,98.4,417794,48.9,,,417589,56,412070,60.3,131184,86,285318,33.4,,,,,285266,38.2,285046,41.7,117591,77,,,,,,,,,,,,,,,,,C,10,,,10,11,12,Metro,2,,,2,3,4,,,,,,,,,854757,,,745833,683540,
04/20/2021,09009,16,New Haven County,CT,98.4,412984,48.3,,,412784,55.3,407458,59.6,130903,85.8,280283,32.8,,,,,280231,37.6,280025,41,117036,76.7,,,,,,,,,,,,,,,,,C,10,,,10,11,12,Metro,2,,,2,3,4,,,,,,,,,854757,,,745833,683540,
04/19/2021,09009,16,New Haven County,CT,98.4,409426,47.9,,,409231,54.9,404077,59.1,130665,85.6,277149,32.4,,,,,277098,37.2,276897,40.5,116573,76.4,,,,,,,,,,,,,,,,,C,10,,,10,11,12,Metro,2,,,2,3,4,,,,,,,,,854757,,,745833,683540,
04/18/2021,09009,16,New Haven County,CT,98.4,401281,46.9,,,401088,53.8,396546,58,130221,85.3,269658,31.5,,,,,269607,36.1,269431,39.4,115944,76,,,,,,,,,,,,,,,,,C,10,,,10,10,12,Metro,2,,,2,2,4,,,,,,,,,854757,,,745833,683540,
04/17/2021,09009,15,New Haven County,CT,98.4,400999,46.9,,,400806,53.7,396264,58,130195,85.3,269602,31.5,,,,,269551,36.1,269375,39.4,115937,76,,,,,,,,,,,,,,,,,C,10,,,10,10,12,Metro,2,,,2,2,4,,,,,,,,,854757,,,745833,683540,
04/16/2021,09009,15,New Haven County,CT,98.4,395085,46.2,,,394898,52.9,390741,57.2,129912,85.1,264183,30.9,,,,,264134,35.4,263963,38.6,115247,75.5,,,,,,,,,,,,,,,,,C,10,,,10,10,12,Metro,2,,,2,2,4,,,,,,,,,854757,,,745833,683540,
04/15/2021,09009,15,New Haven County,CT,98.4,387546,45.3,,,387361,51.9,383522,56.1,129587,84.9,259779,30.4,,,,,259730,34.8,259560,38,114447,75,,,,,,,,,,,,,,,,,C,10,,,10,10,12,Metro,2,,,2,2,4,,,,,,,,,854757,,,745833,683540,
04/14/2021,09009,15,New Haven County,CT,98.4,380949,44.6,,,380769,51.1,377287,55.2,129271,84.7,255024,29.8,,,,,254975,34.2,254810,37.3,113695,74.5,,,,,,,,,,,,,,,,,C,9,,,10,10,12,Metro,1,,,2,2,4,,,,,,,,,854757,,,745833,683540,
04/13/2021,09009,15,New Haven County,CT,98.4,375238,43.9,,,375061,50.3,371932,54.4,129006,84.5,251380,29.4,,,,,251333,33.7,251172,36.7,113115,74.1,,,,,,,,,,,,,,,,,C,9,,,10,10,12,Metro,1,,,2,2,4,,,,,,,,,854757,,,745833,683540,
04/12/2021,09009,15,New Haven County,CT,98.4,369145,43.2,,,368970,49.5,366185,53.6,128658,84.3,247167,28.9,,,,,247121,33.1,246964,36.1,112555,73.7,,,,,,,,,,,,,,,,,C,9,,,10,10,12,Metro,1,,,2,2,4,,,,,,,,,854757,,,745833,683540,
04/11/2021,09009,15,New Haven County,CT,98.4,364059,42.6,,,363886,48.8,361452,52.9,128449,84.2,242849,28.4,,,,,242803,32.6,242649,35.5,112206,73.5,,,,,,,,,,,,,,,,,C,9,,,10,10,12,Metro,1,,,2,2,4,,,,,,,,,854757,,,745833,683540,
04/10/2021,09009,14,New Haven County,CT,98.4,357953,41.9,,,357781,48,355663,52,128153,84,236817,27.7,,,,,236771,31.7,236624,34.6,111587,73.1,,,,,,,,,,,,,,,,,C,9,,,10,10,12,Metro,1,,,2,2,4,,,,,,,,,854757,,,745833,683540,
04/09/2021,09009,14,New Haven County,CT,98.5,349473,40.9,,,349306,46.8,347650,50.9,127711,83.7,228881,26.8,,,,,228836,30.7,228698,33.5,110253,72.2,,,,,,,,,,,,,,,,,C,9,,,10,10,12,Metro,1,,,2,2,4,,,,,,,,,854757,,,745833,683540,
04/08/2021,09009,14,New Haven County,CT,98.5,342285,40,,,342123,45.9,340794,49.9,127442,83.5,223618,26.2,,,,,223575,30,223439,32.7,109073,71.5,,,,,,,,,,,,,,,,,C,9,,,10,10,12,Metro,1,,,2,2,4,,,,,,,,,854757,,,745833,683540,
04/07/2021,09009,14,New Haven County,CT,98.5,334208,39.1,,,334051,44.8,332954,48.7,127048,83.2,217064,25.4,,,,,217024,29.1,216892,31.7,107848,70.7,,,,,,,,,,,,,,,,,C,9,,,9,10,12,Metro,1,,,1,2,4,,,,,,,,,854757,,,745833,683540,
04/06/2021,09009,14,New Haven County,CT,98.5,326819,38.2,,,326663,43.8,325810,47.7,126706,83,210891,24.7,,,,,210851,28.3,210722,30.8,106528,69.8,,,,,,,,,,,,,,,,,C,9,,,9,10,11,Metro,1,,,1,2,3,,,,,,,,,854757,,,745833,683540,
04/05/2021,09009,14,New Haven County,CT,98.5,321175,37.6,,,321021,43,320351,46.9,126327,82.8,205858,24.1,,,,,205819,27.6,205698,30.1,105339,69,,,,,,,,,,,,,,,,,C,9,,,9,10,11,Metro,1,,,1,2,3,,,,,,,,,854757,,,745833,683540,
04/04/2021,09009,14,New Haven County,CT,98.5,320446,37.5,,,320292,42.9,319653,46.8,126276,82.7,205260,24,,,,,205221,27.5,205100,30,105281,69,,,,,,,,,,,,,,,,,C,9,,,9,10,11,Metro,1,,,1,2,3,,,,,,,,,854757,,,745833,683540,
04/03/2021,09009,13,New Haven County,CT,98.5,316005,37,,,315856,42.3,315338,46.1,126014,82.6,200236,23.4,,,,,200201,26.8,200083,29.3,104516,68.5,,,,,,,,,,,,,,,,,C,9,,,9,9,11,Metro,1,,,1,1,3,,,,,,,,,854757,,,745833,683540,
04/02/2021,09009,13,New Haven County,CT,98.5,310277,36.3,,,310129,41.6,309752,45.3,125545,82.3,195447,22.9,,,,,195412,26.2,195298,28.6,103365,67.7,,,,,,,,,,,,,,,,,C,9,,,9,9,11,Metro,1,,,1,1,3,,,,,,,,,854757,,,745833,683540,
04/01/2021,09009,13,New Haven County,CT,98.5,303538,35.5,,,303393,40.7,303087,44.3,124853,81.8,188806,22.1,,,,,188771,25.3,188664,27.6,101441,66.5,,,,,,,,,,,,,,,,,C,9,,,9,9,11,Metro,1,,,1,1,3,,,,,,,,,854757,,,745833,683540,
03/31/2021,09009,13,New Haven County,CT,98.5,299267,35,,,299134,40.1,298833,43.7,124259,81.4,184265,21.6,,,,,184233,24.7,184127,26.9,100168,65.6,,,,,,,,,,,,,,,,,C,9,,,9,9,11,Metro,1,,,1,1,3,,,,,,,,,854757,,,745833,683540,
03/30/2021,09009,13,New Haven County,CT,98.5,295156,34.5,,,295025,39.6,294733,43.1,123731,81.1,180192,21.1,,,,,180160,24.2,180056,26.3,98367,64.5,,,,,,,,,,,,,,,,,C,9,,,9,9,11,Metro,1,,,1,1,3,,,,,,,,,854757,,,745833,683540,
03/29/2021,09009,13,New Haven County,CT,98.5,291836,34.1,,,291708,39.1,291424,42.6,123344,80.8,177543,20.8,,,,,177511,23.8,177408,26,97081,63.6,,,,,,,,,,,,,,,,,C,9,,,9,9,11,Metro,1,,,1,1,3,,,,,,,,,854757,,,745833,683540,
03/28/2021,09009,13,New Haven County,CT,98.5,287832,33.7,,,287705,38.6,287437,42.1,122993,80.6,173085,20.2,,,,,173053,23.2,172951,25.3,94985,62.2,,,,,,,,,,,,,,,,,C,9,,,9,9,11,Metro,1,,,1,1,3,,,,,,,,,854757,,,745833,683540,
03/27/2021,09009,12,New Haven County,CT,98.5,282225,33,,,282100,37.8,281862,41.2,122524,80.3,168840,19.8,,,,,168808,22.6,168708,24.7,93401,61.2,,,,,,,,,,,,,,,,,C,9,,,9,9,11,Metro,1,,,1,1,3,,,,,,,,,854757,,,745833,683540,
03/26/2021,09009,12,New Haven County,CT,98.5,276959,32.4,,,276836,37.1,276606,40.5,122056,80,164613,19.3,,,,,164581,22.1,164485,24.1,91138,59.7,,,,,,,,,,,,,,,,,C,9,,,9,9,11,Metro,1,,,1,1,3,,,,,,,,,854757,,,745833,683540,
03/25/2021,09009,12,New Haven County,CT,98.4,272377,31.9,,,272258,36.5,272035,39.8,121475,79.6,160025,18.7,,,,,159994,21.5,159900,23.4,88437,57.9,,,,,,,,,,,,,,,,,C,9,,,9,9,11,Metro,1,,,1,1,3,,,,,,,,,854757,,,745833,683540,
03/24/2021,09009,12,New Haven County,CT,98.4,267962,31.3,,,267846,35.9,267631,39.2,120936,79.2,157400,18.4,,,,,157369,21.1,157276,23,86806,56.9,,,,,,,,,,,,,,,,,C,9,,,9,9,11,Metro,1,,,1,1,3,,,,,,,,,854757,,,745833,683540,
03/23/2021,09009,12,New Haven County,CT,98.4,263413,30.8,,,263301,35.3,263115,38.5,120438,78.9,154313,18.1,,,,,154282,20.7,154189,22.6,85101,55.8,,,,,,,,,,,,,,,,,C,9,,,9,9,11,Metro,1,,,1,1,3,,,,,,,,,854757,,,745833,683540,
03/22/2021,09009,12,New Haven County,CT,98.4,261004,30.5,,,260892,35,260708,38.1,120087,78.7,152432,17.8,,,,,152401,20.4,152308,22.3,83883,55,,,,,,,,,,,,,,,,,C,9,,,9,9,11,Metro,1,,,1,1,3,,,,,,,,,854757,,,745833,683540,
03/21/2021,09009,12,New Haven County,CT,98.4,257517,30.1,,,257405,34.5,257224,37.6,119782,78.5,151129,17.7,,,,,151098,20.3,151005,22.1,82891,54.3,,,,,,,,,,,,,,,,,C,9,,,9,9,11,Metro,1,,,1,1,3,,,,,,,,,854757,,,745833,683540,
03/20/2021,09009,11,New Haven County,CT,98.4,252824,29.6,,,252712,33.9,252538,36.9,119160,78.1,147351,17.2,,,,,147320,19.8,147229,21.5,79891,52.3,,,,,,,,,,,,,,,,,C,9,,,9,9,11,Metro,1,,,1,1,3,,,,,,,,,854757,,,745833,683540,
03/19/2021,09009,11,New Haven County,CT,98.3,243033,28.4,,,242926,32.6,242759,35.5,117266,76.8,140445,16.4,,,,,140415,18.8,140325,20.5,74755,49,,,,,,,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,854757,,,745833,683540,
03/18/2021,09009,11,New Haven County,CT,98.4,242959,28.4,,,242852,32.6,242685,35.5,117253,76.8,140361,16.4,,,,,140331,18.8,140241,20.5,74716,49,,,,,,,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,854757,,,745833,683540,
03/17/2021,09009,11,New Haven County,CT,98.3,239001,28,,,238896,32,238733,34.9,116574,76.4,136821,16,,,,,136791,18.3,136701,20,71802,47,,,,,,,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,854757,,,745833,683540,
03/16/2021,09009,11,New Haven County,CT,98.3,235575,27.6,,,235470,31.6,235309,34.4,115823,75.9,133700,15.6,,,,,133670,17.9,133581,19.5,69146,45.3,,,,,,,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,854757,,,745833,683540,
03/15/2021,09009,11,New Haven County,CT,98.3,232514,27.2,,,232411,31.2,232256,34,115102,75.4,131438,15.4,,,,,131408,17.6,131321,19.2,67220,44,,,,,,,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,854757,,,745833,683540,
03/14/2021,09009,11,New Haven County,CT,98.3,229509,26.9,,,229406,30.8,229255,33.5,114372,74.9,129383,15.1,,,,,129353,17.3,129267,18.9,65609,43,,,,,,,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,854757,,,745833,683540,
03/13/2021,09009,10,New Haven County,CT,98.3,225436,26.4,,,225334,30.2,225190,32.9,113583,74.4,126224,14.8,,,,,126194,16.9,126108,18.4,63121,41.4,,,,,,,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,854757,,,745833,683540,
03/12/2021,09009,10,New Haven County,CT,98.2,202506,23.7,,,202422,27.1,202300,29.6,103332,67.7,111012,13,,,,,110986,14.9,110906,16.2,54623,35.8,,,,,,,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,854757,,,745833,683540,
03/11/2021,09009,10,New Haven County,CT,98.2,158653,18.6,,,158611,21.3,158513,23.2,81058,53.1,91446,10.7,,,,,91431,12.3,91365,13.4,48412,31.7,,,,,,,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,854757,,,745833,683540,
03/10/2021,09009,10,New Haven County,CT,98.1,151537,17.7,,,151498,20.3,151402,22.1,79578,52.1,86420,10.1,,,,,86406,11.6,86341,12.6,46217,30.3,,,,,,,,,,,,,,,,,C,9,,,9,9,10,Metro,1,,,1,1,2,,,,,,,,,854757,,,745833,683540,
03/09/2021,09009,10,New Haven County,CT,98.1,146914,17.2,,,146877,19.7,146784,21.5,78522,51.4,83828,9.8,,,,,83818,11.2,83754,12.3,44851,29.4,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,854757,,,745833,683540,
03/08/2021,09009,10,New Haven County,CT,98.1,142783,16.7,,,142748,19.1,142656,20.9,77609,50.9,80841,9.5,,,,,80831,10.8,80769,11.8,43391,28.4,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,854757,,,745833,683540,
03/07/2021,09009,10,New Haven County,CT,98.1,138785,16.2,,,138750,18.6,138659,20.3,76609,50.2,79465,9.3,,,,,79455,10.7,79393,11.6,42314,27.7,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,854757,,,745833,683540,
03/06/2021,09009,9,New Haven County,CT,98,132270,15.5,,,132242,17.7,132155,19.3,75694,49.6,76357,8.9,,,,,76347,10.2,76288,11.2,40349,26.4,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,854757,,,745833,683540,
03/05/2021,09009,9,New Haven County,CT,98,126292,14.8,,,126266,16.9,126183,18.5,74071,48.5,73371,8.6,,,,,73365,9.8,73307,10.7,38769,25.4,,,,,,,,,,,,,,,,,C,9,,,9,9,9,Metro,1,,,1,1,1,,,,,,,,,854757,,,745833,683540,
