Date,FIPS,MMWR_week,Recip_County,Recip_State,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_5to17,Series_Complete_5to17Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Booster_Doses,Booster_Doses_Vax_Pct,Booster_Doses_5Plus,Booster_Doses_5Plus_Vax_Pct,Booster_Doses_12Plus,Booster_Doses_12Plus_Vax_Pct,Booster_Doses_18Plus,Booster_Doses_18Plus_Vax_Pct,Booster_Doses_50Plus,Booster_Doses_50Plus_Vax_Pct,Booster_Doses_65Plus,Booster_Doses_65Plus_Vax_Pct,Second_Booster_50Plus,Second_Booster_50Plus_Vax_Pct,Second_Booster_65Plus,Second_Booster_65Plus_Vax_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_5PlusPop_Pct_SVI,Series_Complete_5to17Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_5PlusPop_Pct_UR_Equity,Series_Complete_5to17Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity,Booster_Doses_Vax_Pct_SVI,Booster_Doses_12PlusVax_Pct_SVI,Booster_Doses_18PlusVax_Pct_SVI,Booster_Doses_65PlusVax_Pct_SVI,Booster_Doses_Vax_Pct_UR_Equity,Booster_Doses_12PlusVax_Pct_UR_Equity,Booster_Doses_18PlusVax_Pct_UR_Equity,Booster_Doses_65PlusVax_Pct_UR_Equity,Census2019,Census2019_5PlusPop,Census2019_5to17Pop,Census2019_12PlusPop,Census2019_18PlusPop,Census2019_65PlusPop
08/23/2021,09009,34,New Haven County,CT,98.4,607347,71.1,,,607082,81.4,565547,82.7,144276,94.5,544741,63.7,,,,,544650,73,511720,74.9,135325,88.7,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
08/22/2021,09009,34,New Haven County,CT,98.4,605865,70.9,,,605600,81.2,564371,82.6,144202,94.5,543797,63.6,,,,,543706,72.9,510944,74.7,135273,88.6,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
08/21/2021,09009,33,New Haven County,CT,98.4,604414,70.7,,,604149,81,563238,82.4,144085,94.4,542708,63.5,,,,,542617,72.8,510054,74.6,135185,88.6,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
08/20/2021,09009,33,New Haven County,CT,98.4,604213,70.7,,,603948,81,563068,82.4,144070,94.4,542584,63.5,,,,,542493,72.7,509949,74.6,135178,88.6,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
08/19/2021,09009,33,New Haven County,CT,98.4,602906,70.5,,,602642,80.8,562030,82.2,143978,94.3,541624,63.4,,,,,541534,72.6,509202,74.5,135127,88.5,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
08/18/2021,09009,33,New Haven County,CT,98.4,601514,70.4,,,601250,80.6,560955,82.1,143873,94.3,540450,63.2,,,,,540360,72.5,508278,74.4,135040,88.5,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
08/17/2021,09009,33,New Haven County,CT,98.4,600347,70.2,,,600083,80.5,560053,81.9,143786,94.2,539442,63.1,,,,,539352,72.3,507473,74.2,134979,88.4,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
08/16/2021,09009,33,New Haven County,CT,98.4,598929,70.1,,,598665,80.3,558914,81.8,143719,94.2,538211,63,,,,,538121,72.2,506485,74.1,134909,88.4,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
08/15/2021,09009,33,New Haven County,CT,98.4,597853,69.9,,,597589,80.1,558052,81.6,143665,94.1,537362,62.9,,,,,537272,72,505797,74,134873,88.4,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
08/14/2021,09009,32,New Haven County,CT,98.4,597709,69.9,,,597445,80.1,557936,81.6,143657,94.1,537262,62.9,,,,,537172,72,505718,74,134867,88.4,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
08/13/2021,09009,32,New Haven County,CT,98.4,596570,69.8,,,596306,80,557016,81.5,143575,94.1,536431,62.8,,,,,536341,71.9,505034,73.9,134799,88.3,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
08/12/2021,09009,32,New Haven County,CT,98.4,595143,69.6,,,594879,79.8,555876,81.3,143502,94,535408,62.6,,,,,535318,71.8,504237,73.8,134732,88.3,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
08/11/2021,09009,32,New Haven County,CT,98.4,593761,69.5,,,593498,79.6,554799,81.2,143419,94,534292,62.5,,,,,534203,71.6,503334,73.6,134664,88.2,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
08/10/2021,09009,32,New Haven County,CT,98.4,592495,69.3,,,592233,79.4,553795,81,143344,93.9,533587,62.4,,,,,533498,71.5,502752,73.6,134609,88.2,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
08/09/2021,09009,32,New Haven County,CT,98.4,591649,69.2,,,591387,79.3,553117,80.9,143292,93.9,533014,62.4,,,,,532925,71.5,502316,73.5,134571,88.2,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
08/08/2021,09009,32,New Haven County,CT,98.4,589933,69,,,589671,79.1,551732,80.7,143212,93.8,531985,62.2,,,,,531896,71.3,501471,73.4,134531,88.1,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
08/07/2021,09009,31,New Haven County,CT,98.4,589874,69,,,589612,79.1,551681,80.7,143210,93.8,531937,62.2,,,,,531848,71.3,501427,73.4,134529,88.1,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
08/06/2021,09009,31,New Haven County,CT,98.4,588341,68.8,,,588079,78.8,550471,80.5,143105,93.8,531137,62.1,,,,,531048,71.2,500817,73.3,134482,88.1,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
08/05/2021,09009,31,New Haven County,CT,98.4,587000,68.7,,,586738,78.7,549420,80.4,143027,93.7,530306,62,,,,,530217,71.1,500126,73.2,134429,88.1,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
08/04/2021,09009,31,New Haven County,CT,98.4,585715,68.5,,,585453,78.5,548390,80.2,142944,93.7,529487,61.9,,,,,529398,71,499444,73.1,134372,88,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
08/03/2021,09009,31,New Haven County,CT,98.4,584196,68.3,,,583934,78.3,547132,80,142842,93.6,528752,61.9,,,,,528663,70.9,498833,73,134325,88,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
08/02/2021,09009,31,New Haven County,CT,98.4,583230,68.2,,,582968,78.2,546354,79.9,142776,93.5,528191,61.8,,,,,528103,70.8,498370,72.9,134276,88,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
08/01/2021,09009,31,New Haven County,CT,98.4,582080,68.1,,,581818,78,545387,79.8,142688,93.5,527506,61.7,,,,,527418,70.7,497798,72.8,134213,87.9,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/31/2021,09009,30,New Haven County,CT,98.4,582021,68.1,,,581759,78,545335,79.8,142684,93.5,527459,61.7,,,,,527371,70.7,497751,72.8,134210,87.9,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/30/2021,09009,30,New Haven County,CT,98.4,580759,67.9,,,580497,77.8,544305,79.6,142611,93.4,526709,61.6,,,,,526621,70.6,497145,72.7,134156,87.9,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/29/2021,09009,30,New Haven County,CT,98.4,579708,67.8,,,579446,77.7,543498,79.5,142551,93.4,526009,61.5,,,,,525921,70.5,496600,72.7,134113,87.9,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/28/2021,09009,30,New Haven County,CT,98.4,578367,67.7,,,578105,77.5,542426,79.4,142465,93.3,525171,61.4,,,,,525083,70.4,495902,72.5,134047,87.8,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/27/2021,09009,30,New Haven County,CT,98.4,577159,67.5,,,576897,77.3,541438,79.2,142392,93.3,524462,61.4,,,,,524374,70.3,495322,72.5,133987,87.8,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/26/2021,09009,30,New Haven County,CT,98.4,576338,67.4,,,576076,77.2,540783,79.1,142340,93.3,524099,61.3,,,,,524011,70.3,495016,72.4,133956,87.8,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/25/2021,09009,30,New Haven County,CT,98.4,575047,67.3,,,574785,77.1,539765,79,142277,93.2,523240,61.2,,,,,523152,70.1,494320,72.3,133906,87.7,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/24/2021,09009,29,New Haven County,CT,98.4,574791,67.2,,,574529,77,539557,78.9,142261,93.2,523156,61.2,,,,,523068,70.1,494244,72.3,133898,87.7,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/23/2021,09009,29,New Haven County,CT,98.4,573740,67.1,,,573478,76.9,538715,78.8,142180,93.2,522479,61.1,,,,,522391,70,493711,72.2,133851,87.7,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/22/2021,09009,29,New Haven County,CT,98.4,572772,67,,,572510,76.8,537953,78.7,142119,93.1,521792,61,,,,,521704,69.9,493165,72.1,133804,87.7,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/21/2021,09009,29,New Haven County,CT,98.4,571548,66.9,,,571286,76.6,536994,78.6,142038,93.1,520891,60.9,,,,,520803,69.8,492511,72.1,133740,87.6,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/20/2021,09009,29,New Haven County,CT,98.4,570628,66.8,,,570366,76.5,536277,78.5,141986,93,520205,60.9,,,,,520117,69.7,491965,72,133689,87.6,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/19/2021,09009,29,New Haven County,CT,98.4,569878,66.7,,,569616,76.4,535678,78.4,141928,93,519604,60.8,,,,,519516,69.7,491516,71.9,133648,87.6,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/18/2021,09009,29,New Haven County,CT,98.4,568491,66.5,,,568229,76.2,534524,78.2,141867,93,518352,60.6,,,,,518264,69.5,490541,71.8,133582,87.5,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/17/2021,09009,28,New Haven County,CT,98.4,567713,66.4,,,567451,76.1,533908,78.1,141815,92.9,517642,60.6,,,,,517554,69.4,489996,71.7,133532,87.5,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/16/2021,09009,28,New Haven County,CT,98.4,566933,66.3,,,566671,76,533288,78,141766,92.9,517008,60.5,,,,,516920,69.3,489493,71.6,133486,87.5,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/15/2021,09009,28,New Haven County,CT,98.4,566720,66.3,,,566458,75.9,533113,78,141753,92.9,516825,60.5,,,,,516737,69.3,489349,71.6,133476,87.5,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/14/2021,09009,28,New Haven County,CT,98.4,565588,66.2,,,565327,75.8,532152,77.9,141673,92.8,515793,60.3,,,,,515706,69.1,488530,71.5,133379,87.4,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/13/2021,09009,28,New Haven County,CT,98.4,564830,66.1,,,564569,75.7,531516,77.8,141623,92.8,515041,60.3,,,,,514954,69,487942,71.4,133323,87.4,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/12/2021,09009,28,New Haven County,CT,98.4,564236,66,,,563976,75.6,531046,77.7,141575,92.8,514505,60.2,,,,,514418,69,487516,71.3,133272,87.3,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/11/2021,09009,28,New Haven County,CT,98.4,563032,65.9,,,562772,75.5,530068,77.5,141521,92.7,513182,60,,,,,513095,68.8,486458,71.2,133201,87.3,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/10/2021,09009,27,New Haven County,CT,98.4,562889,65.9,,,562629,75.4,529942,77.5,141515,92.7,513052,60,,,,,512965,68.8,486350,71.2,133194,87.3,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/09/2021,09009,27,New Haven County,CT,98.4,562037,65.8,,,561777,75.3,529278,77.4,141462,92.7,512190,59.9,,,,,512103,68.7,485661,71.1,133142,87.2,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/08/2021,09009,27,New Haven County,CT,98.4,561145,65.6,,,560885,75.2,528569,77.3,141400,92.6,511262,59.8,,,,,511175,68.5,484930,70.9,133060,87.2,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/07/2021,09009,27,New Haven County,CT,98.4,560149,65.5,,,559889,75.1,527778,77.2,141340,92.6,510187,59.7,,,,,510100,68.4,484144,70.8,132989,87.1,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/06/2021,09009,27,New Haven County,CT,98.4,559441,65.5,,,559181,75,527211,77.1,141283,92.6,509215,59.6,,,,,509128,68.3,483408,70.7,132925,87.1,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/05/2021,09009,27,New Haven County,CT,98.4,558873,65.4,,,558613,74.9,526754,77.1,141253,92.6,508689,59.5,,,,,508602,68.2,483004,70.7,132893,87.1,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/04/2021,09009,27,New Haven County,CT,98.4,558834,65.4,,,558574,74.9,526721,77.1,141253,92.6,508654,59.5,,,,,508567,68.2,482973,70.7,132891,87.1,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/03/2021,09009,26,New Haven County,CT,98.4,558027,65.3,,,557767,74.8,526054,77,141214,92.5,507750,59.4,,,,,507663,68.1,482266,70.6,132836,87,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/02/2021,09009,26,New Haven County,CT,98.4,556496,65.1,,,556236,74.6,524827,76.8,141109,92.5,506069,59.2,,,,,505982,67.8,480947,70.4,132704,86.9,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
07/01/2021,09009,26,New Haven County,CT,98.4,556341,65.1,,,556081,74.6,524710,76.8,141098,92.4,505913,59.2,,,,,505826,67.8,480815,70.3,132687,86.9,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/30/2021,09009,26,New Haven County,CT,98.4,554586,64.9,,,554326,74.3,523346,76.6,140967,92.4,503744,58.9,,,,,503657,67.5,479148,70.1,132519,86.8,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/29/2021,09009,26,New Haven County,CT,98.4,554345,64.9,,,554085,74.3,523152,76.5,140951,92.4,503631,58.9,,,,,503544,67.5,479038,70.1,132509,86.8,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/28/2021,09009,26,New Haven County,CT,98.4,553682,64.8,,,553422,74.2,522635,76.5,140910,92.3,502915,58.8,,,,,502828,67.4,478506,70,132459,86.8,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/27/2021,09009,26,New Haven County,CT,98.4,553074,64.7,,,552814,74.1,522155,76.4,140879,92.3,502218,58.8,,,,,502131,67.3,477925,69.9,132427,86.8,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/26/2021,09009,25,New Haven County,CT,98.4,549618,64.3,,,549358,73.7,519239,76,140676,92.2,497814,58.2,,,,,497728,66.7,474024,69.3,132202,86.6,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/25/2021,09009,25,New Haven County,CT,98.4,549306,64.3,,,549046,73.6,518993,75.9,140663,92.2,497586,58.2,,,,,497500,66.7,473804,69.3,132188,86.6,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/24/2021,09009,25,New Haven County,CT,98.4,546963,64,,,546704,73.3,517230,75.7,140496,92.1,494860,57.9,,,,,494774,66.3,471547,69,131991,86.5,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/23/2021,09009,25,New Haven County,CT,98.4,546757,64,,,546498,73.3,517060,75.6,140482,92,494673,57.9,,,,,494587,66.3,471376,69,131983,86.5,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/22/2021,09009,25,New Haven County,CT,98.4,545945,63.9,,,545686,73.2,516438,75.6,140412,92,493772,57.8,,,,,493686,66.2,470632,68.9,131913,86.4,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/21/2021,09009,25,New Haven County,CT,98.4,545426,63.8,,,545167,73.1,516034,75.5,140377,92,493110,57.7,,,,,493024,66.1,470108,68.8,131867,86.4,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/20/2021,09009,25,New Haven County,CT,98.4,543983,63.6,,,543724,72.9,514898,75.3,140309,91.9,490753,57.4,,,,,490668,65.8,468304,68.5,131762,86.3,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/19/2021,09009,24,New Haven County,CT,98.4,543831,63.6,,,543572,72.9,514775,75.3,140300,91.9,490562,57.4,,,,,490477,65.8,468143,68.5,131757,86.3,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/18/2021,09009,24,New Haven County,CT,98.4,542031,63.4,,,541772,72.6,513353,75.1,140171,91.8,487395,57,,,,,487310,65.3,465675,68.1,131566,86.2,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/17/2021,09009,24,New Haven County,CT,98.4,540902,63.3,,,540646,72.5,512456,75,140078,91.8,485503,56.8,,,,,485419,65.1,464207,67.9,131440,86.1,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/16/2021,09009,24,New Haven County,CT,98.4,540575,63.2,,,540320,72.4,512190,74.9,140050,91.8,485023,56.7,,,,,484939,65,463812,67.9,131406,86.1,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/15/2021,09009,24,New Haven County,CT,98.4,538129,63,,,537875,72.1,510193,74.6,139764,91.6,480952,56.3,,,,,480868,64.5,460690,67.4,130992,85.8,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/14/2021,09009,24,New Haven County,CT,98.4,538106,63,,,537852,72.1,510171,74.6,139762,91.6,480917,56.3,,,,,480833,64.5,460657,67.4,130989,85.8,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/13/2021,09009,24,New Haven County,CT,98.4,537420,62.9,,,537167,72,509661,74.6,139723,91.5,479072,56,,,,,478989,64.2,459497,67.2,130897,85.8,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/12/2021,09009,23,New Haven County,CT,98.4,536740,62.8,,,536487,71.9,509145,74.5,139693,91.5,477013,55.8,,,,,476932,63.9,458616,67.1,130837,85.7,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/11/2021,09009,23,New Haven County,CT,98.4,534472,62.5,,,534219,71.6,507321,74.2,139455,91.4,472115,55.2,,,,,472034,63.3,454971,66.6,130452,85.5,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/10/2021,09009,23,New Haven County,CT,98.4,534268,62.5,,,534015,71.6,507154,74.2,139437,91.4,471855,55.2,,,,,471774,63.3,454769,66.5,130434,85.5,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/09/2021,09009,23,New Haven County,CT,98.4,532510,62.3,,,532258,71.4,505707,74,139267,91.2,468771,54.8,,,,,468690,62.8,452427,66.2,130177,85.3,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/08/2021,09009,23,New Haven County,CT,98.4,531075,62.1,,,530823,71.2,504546,73.8,139064,91.1,466092,54.5,,,,,466011,62.5,450584,65.9,129977,85.2,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/07/2021,09009,23,New Haven County,CT,98.4,530310,62,,,530058,71.1,503981,73.7,138992,91.1,463666,54.2,,,,,463585,62.2,449426,65.7,129869,85.1,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/06/2021,09009,23,New Haven County,CT,98.4,528374,61.8,,,528122,70.8,502534,73.5,138904,91,457418,53.5,,,,,457337,61.3,446662,65.3,129701,85,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/05/2021,09009,22,New Haven County,CT,98.4,526988,61.7,,,526737,70.6,501438,73.4,138793,90.9,453810,53.1,,,,,453729,60.8,444741,65.1,129540,84.9,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/04/2021,09009,22,New Haven County,CT,98.4,525444,61.5,,,525193,70.4,500161,73.2,138655,90.8,451641,52.8,,,,,451560,60.5,442904,64.8,129350,84.8,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/03/2021,09009,22,New Haven County,CT,98.4,524241,61.3,,,523990,70.3,499185,73,138562,90.8,449939,52.6,,,,,449859,60.3,441277,64.6,129148,84.6,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/02/2021,09009,22,New Haven County,CT,98.4,524007,61.3,,,523756,70.2,498998,73,138554,90.8,449744,52.6,,,,,449664,60.3,441086,64.5,129132,84.6,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
06/01/2021,09009,22,New Haven County,CT,98.4,523347,61.2,,,523096,70.1,498451,72.9,138495,90.7,448646,52.5,,,,,448566,60.1,440026,64.4,129031,84.5,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
05/31/2021,09009,22,New Haven County,CT,98.4,522129,61.1,,,521878,70,497467,72.8,138440,90.7,447372,52.3,,,,,447292,60,438818,64.2,128941,84.5,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
05/30/2021,09009,22,New Haven County,CT,98.4,520310,60.9,,,520059,69.7,496018,72.6,138355,90.7,445173,52.1,,,,,445093,59.7,436727,63.9,128792,84.4,,,,,,,,,,,,,,,,,C,12,,,12,12,12,Metro,4,,,4,4,4,,,,,,,,,854757,,,745833,683540,
