State_Tribe_Territory,County_Name,FIPS_State,FIPS_County,date,order_code,Face_Masks_Required_in_Public,Source_of_Action,URL,Citation
CT,New Haven County,9,9,8/5/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7BB.pdf,"Conn. Exec. Order No. 7BB (Apr. 17, 2020)"
CT,New Haven County,9,9,8/6/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7BB.pdf,"Conn. Exec. Order No. 7BB (Apr. 17, 2020)"
CT,New Haven County,9,9,8/7/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7BB.pdf,"Conn. Exec. Order No. 7BB (Apr. 17, 2020)"
CT,New Haven County,9,9,8/8/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7BB.pdf,"Conn. Exec. Order No. 7BB (Apr. 17, 2020)"
CT,New Haven County,9,9,8/9/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7BB.pdf,"Conn. Exec. Order No. 7BB (Apr. 17, 2020)"
CT,New Haven County,9,9,8/10/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7BB.pdf,"Conn. Exec. Order No. 7BB (Apr. 17, 2020)"
CT,New Haven County,9,9,8/11/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7BB.pdf,"Conn. Exec. Order No. 7BB (Apr. 17, 2020)"
CT,New Haven County,9,9,8/12/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7BB.pdf,"Conn. Exec. Order No. 7BB (Apr. 17, 2020)"
CT,New Haven County,9,9,8/13/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7BB.pdf,"Conn. Exec. Order No. 7BB (Apr. 17, 2020)"
CT,New Haven County,9,9,8/14/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7NNN.pdf,"Conn. Exec. Order No. 7NNN (Aug. 14, 2020)"
CT,New Haven County,9,9,8/15/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7NNN.pdf,"Conn. Exec. Order No. 7NNN (Aug. 14, 2020)"
CT,New Haven County,9,9,8/16/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7NNN.pdf,"Conn. Exec. Order No. 7NNN (Aug. 14, 2020)"
CT,New Haven County,9,9,8/17/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7NNN.pdf,"Conn. Exec. Order No. 7NNN (Aug. 14, 2020)"
CT,New Haven County,9,9,8/18/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7NNN.pdf,"Conn. Exec. Order No. 7NNN (Aug. 14, 2020)"
CT,New Haven County,9,9,8/19/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7NNN.pdf,"Conn. Exec. Order No. 7NNN (Aug. 14, 2020)"
CT,New Haven County,9,9,8/20/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7NNN.pdf,"Conn. Exec. Order No. 7NNN (Aug. 14, 2020)"
CT,New Haven County,9,9,8/21/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7NNN.pdf,"Conn. Exec. Order No. 7NNN (Aug. 14, 2020)"
CT,New Haven County,9,9,8/22/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7NNN.pdf,"Conn. Exec. Order No. 7NNN (Aug. 14, 2020)"
CT,New Haven County,9,9,8/23/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7NNN.pdf,"Conn. Exec. Order No. 7NNN (Aug. 14, 2020)"
CT,New Haven County,9,9,8/24/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7NNN.pdf,"Conn. Exec. Order No. 7NNN (Aug. 14, 2020)"
CT,New Haven County,9,9,8/25/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7NNN.pdf,"Conn. Exec. Order No. 7NNN (Aug. 14, 2020)"
CT,New Haven County,9,9,8/26/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7NNN.pdf,"Conn. Exec. Order No. 7NNN (Aug. 14, 2020)"
CT,New Haven County,9,9,8/27/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7NNN.pdf,"Conn. Exec. Order No. 7NNN (Aug. 14, 2020)"
CT,New Haven County,9,9,8/28/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7NNN.pdf,"Conn. Exec. Order No. 7NNN (Aug. 14, 2020)"
CT,New Haven County,9,9,8/29/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7NNN.pdf,"Conn. Exec. Order No. 7NNN (Aug. 14, 2020)"
CT,New Haven County,9,9,8/30/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7NNN.pdf,"Conn. Exec. Order No. 7NNN (Aug. 14, 2020)"
CT,New Haven County,9,9,8/31/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7NNN.pdf,"Conn. Exec. Order No. 7NNN (Aug. 14, 2020)"
CT,New Haven County,9,9,9/1/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7NNN.pdf,"Conn. Exec. Order No. 7NNN (Aug. 14, 2020)"
CT,New Haven County,9,9,9/2/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7NNN.pdf,"Conn. Exec. Order No. 7NNN (Aug. 14, 2020)"
CT,New Haven County,9,9,9/3/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7NNN.pdf,"Conn. Exec. Order No. 7NNN (Aug. 14, 2020)"
CT,New Haven County,9,9,9/4/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7NNN.pdf,"Conn. Exec. Order No. 7NNN (Aug. 14, 2020)"
CT,New Haven County,9,9,9/5/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7NNN.pdf,"Conn. Exec. Order No. 7NNN (Aug. 14, 2020)"
CT,New Haven County,9,9,9/6/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7NNN.pdf,"Conn. Exec. Order No. 7NNN (Aug. 14, 2020)"
CT,New Haven County,9,9,9/7/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-7NNN.pdf,"Conn. Exec. Order No. 7NNN (Aug. 14, 2020)"
CT,New Haven County,9,9,9/8/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9A.pdf,"Conn. Exec. Order No. 9A (Sept. 8, 2020)"
CT,New Haven County,9,9,9/9/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9A.pdf,"Conn. Exec. Order No. 9A (Sept. 8, 2020)"
CT,New Haven County,9,9,9/10/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9A.pdf,"Conn. Exec. Order No. 9A (Sept. 8, 2020)"
CT,New Haven County,9,9,9/11/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9A.pdf,"Conn. Exec. Order No. 9A (Sept. 8, 2020)"
CT,New Haven County,9,9,9/12/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9A.pdf,"Conn. Exec. Order No. 9A (Sept. 8, 2020)"
CT,New Haven County,9,9,9/13/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9A.pdf,"Conn. Exec. Order No. 9A (Sept. 8, 2020)"
CT,New Haven County,9,9,9/14/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9A.pdf,"Conn. Exec. Order No. 9A (Sept. 8, 2020)"
CT,New Haven County,9,9,9/15/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,9/16/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,9/17/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,9/18/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,9/19/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,9/20/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,9/21/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,9/22/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,9/23/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,9/24/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,9/25/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,9/26/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,9/27/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,9/28/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,9/29/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,9/30/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/1/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/2/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/3/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/4/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/5/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/6/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/7/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/8/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/9/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/10/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/11/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/12/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/13/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/14/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/15/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/16/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/17/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/18/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/19/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/20/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/21/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/22/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/23/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/24/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/25/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/26/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/27/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/28/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/29/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/30/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,10/31/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,11/1/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,11/2/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,11/3/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,11/4/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,11/5/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,11/6/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,11/7/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,11/8/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9B.pdf,"Conn. Exec. Order No. 9B (Sept. 15, 2020)"
CT,New Haven County,9,9,11/9/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9L.pdf,"Conn. Exec. Order No. 9L (Nov. 9, 2020)"
CT,New Haven County,9,9,11/10/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9L.pdf,"Conn. Exec. Order No. 9L (Nov. 9, 2020)"
CT,New Haven County,9,9,11/11/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9L.pdf,"Conn. Exec. Order No. 9L (Nov. 9, 2020)"
CT,New Haven County,9,9,11/12/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9L.pdf,"Conn. Exec. Order No. 9L (Nov. 9, 2020)"
CT,New Haven County,9,9,11/13/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9L.pdf,"Conn. Exec. Order No. 9L (Nov. 9, 2020)"
CT,New Haven County,9,9,11/14/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9L.pdf,"Conn. Exec. Order No. 9L (Nov. 9, 2020)"
CT,New Haven County,9,9,11/15/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9L.pdf,"Conn. Exec. Order No. 9L (Nov. 9, 2020)"
CT,New Haven County,9,9,11/16/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9L.pdf,"Conn. Exec. Order No. 9L (Nov. 9, 2020)"
CT,New Haven County,9,9,11/17/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9L.pdf,"Conn. Exec. Order No. 9L (Nov. 9, 2020)"
CT,New Haven County,9,9,11/18/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9L.pdf,"Conn. Exec. Order No. 9L (Nov. 9, 2020)"
CT,New Haven County,9,9,11/19/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9L.pdf,"Conn. Exec. Order No. 9L (Nov. 9, 2020)"
CT,New Haven County,9,9,11/20/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9L.pdf,"Conn. Exec. Order No. 9L (Nov. 9, 2020)"
CT,New Haven County,9,9,11/21/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9L.pdf,"Conn. Exec. Order No. 9L (Nov. 9, 2020)"
CT,New Haven County,9,9,11/22/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9L.pdf,"Conn. Exec. Order No. 9L (Nov. 9, 2020)"
CT,New Haven County,9,9,11/23/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9L.pdf,"Conn. Exec. Order No. 9L (Nov. 9, 2020)"
CT,New Haven County,9,9,11/24/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9L.pdf,"Conn. Exec. Order No. 9L (Nov. 9, 2020)"
CT,New Haven County,9,9,11/25/2020,1,Yes,Official,https://portal.ct.gov/-/media/Office-of-the-Governor/Executive-Orders/Lamont-Executive-Orders/Executive-Order-No-9L.pdf,"Conn. Exec. Order No. 9L (Nov. 9, 2020)"
